1778882235.8872,0398,0030,0.0080,4.00,497.72
1778882235.9032,0393,0030,0.0080,4.00,502.93
1778882235.9112,0389,0030,0.0080,4.00,500.54
1778882235.9192,0387,0030,0.0080,2.00,249.96
1778882235.9272,0384,0030,0.0080,3.00,372.95
1778882235.9352,0380,0030,0.0080,4.00,499.35
1778882235.9432,0376,0030,0.0079,4.00,505.47
1778882235.9512,0372,0030,0.0080,4.00,497.46
1778882235.9592,0368,0030,0.0080,4.00,498.51
1778882235.9672,0365,0030,0.0080,3.00,376.44
1778882235.9752,0361,0030,0.0080,4.00,501.50
1778882235.9833,0357,0030,0.0081,4.00,493.97
1778882236.1272,0355,0030,0.1439,2.00,13.89
1778882236.1432,0348,0030,0.0080,6.00,745.68
1778882236.1511,0339,0030,0.0079,9.00,1138.62
1778882236.1593,0327,0030,0.0081,12.00,1478.47
1778882236.1672,0318,0030,0.0080,9.00,1127.13
1778882236.1752,0309,0030,0.0080,9.00,1130.03
1778882236.1832,0302,0030,0.0080,7.00,877.52
1778882236.3512,0307,0030,0.0080,4.00,502.97
1778882236.3591,0313,0030,0.0080,6.00,751.15
1778882236.3672,0320,0027,0.0081,7.62,945.25
1778882236.3752,0329,0027,0.0080,9.00,1128.18
1778882236.3832,0341,0025,0.0080,12.17,1520.71
1778882236.3912,0354,0022,0.0080,13.34,1662.58
1778882236.3992,0367,0022,0.0080,13.00,1621.01
1778882236.4072,0383,0022,0.0080,16.00,2009.07
1778882236.4152,0400,0020,0.0081,17.12,2122.48
1778882236.4232,0420,0020,0.0079,20.00,2522.13
1778882236.4312,0436,0020,0.0080,16.00,1989.41
1778882236.4472,0445,0020,0.0160,9.00,563.60
1778882236.4552,0451,0020,0.0080,6.00,749.03
1778882236.8233,0453,0020,0.3681,2.00,5.43
1778882236.8792,0453,0022,0.0159,2.00,125.45
1778882236.8952,0453,0026,0.0160,4.00,249.43
1778882236.9112,0453,0031,0.0080,4.00,497.88
1778882236.9272,0453,0035,0.0160,4.00,250.13
1778882236.9352,0453,0037,0.0080,2.00,250.50
1778882236.9512,0453,0042,0.0080,4.00,498.48
1778882236.9592,0453,0044,0.0080,2.00,250.44
1778882236.9832,0453,0047,0.0080,2.00,250.38
1778882236.9912,0453,0051,0.0080,4.00,500.87
1778882236.9993,0455,0052,0.0081,2.24,277.66
1778882237.0152,0455,0054,0.0160,2.00,125.26
1778882237.0232,0457,0056,0.0080,2.83,354.05
1778882237.0312,0458,0057,0.0080,1.41,176.16
1778882237.0392,0460,0059,0.0079,2.83,356.49
1778882237.0472,0462,0061,0.0080,2.83,351.46
1778882237.0552,0463,0063,0.0080,2.24,279.10
1778882237.0632,0465,0064,0.0079,2.24,282.10
1778882237.0712,0467,0066,0.0080,2.83,351.86
1778882237.0792,0469,0068,0.0080,2.83,353.23
1778882237.1352,0470,0069,0.0560,1.41,25.23
1778882237.3432,0472,0069,0.2079,2.00,9.62
1778882237.3832,0474,0069,0.0400,2.00,49.96
1778882237.6873,0473,0071,0.3041,2.24,7.35
1778882237.6953,0471,0073,0.0080,2.83,354.52
1778882237.7033,0470,0074,0.0081,1.41,175.33
